,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,price,city-L/100km,highway-L/100km,width_normalized,length_normalized,height_normalized,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration
99,0,108,nissan,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,17,14399,13.823529411764707,10.681818181818182,0.52991452991453,0.6492537313432836,0.691666666666667,Medium,False,True,std
100,0,108,nissan,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,19,13499,12.368421052631579,9.4,0.52991452991453,0.6492537313432836,0.6083333333333337,Medium,False,True,std
101,3,194,nissan,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,19,17199,12.368421052631579,9.4,0.6495726495726502,0.4417910447761193,0.1583333333333338,Medium,False,True,std
102,3,194,nissan,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200.0,17,19699,13.823529411764707,10.217391304347826,0.6495726495726502,0.4417910447761193,0.1583333333333338,High,False,True,turbo
103,1,231,nissan,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,19,18399,12.368421052631579,9.4,0.6495726495726502,0.5582089552238807,0.1583333333333338,Medium,False,True,std
104,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,11900,12.368421052631579,9.791666666666666,0.6923076923076928,0.6805970149253731,0.7416666666666671,Low,False,True,std
105,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,13200,8.392857142857142,7.121212121212121,0.6923076923076928,0.6805970149253731,0.7416666666666671,Low,True,False,turbo
106,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,12440,12.368421052631579,9.791666666666666,0.6923076923076928,0.8626865671641792,0.9083333333333338,Low,False,True,std
107,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95,4150.0,25,13860,9.4,9.4,0.6923076923076928,0.8626865671641792,0.9083333333333338,Low,True,False,turbo
108,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,19,15580,12.368421052631579,9.791666666666666,0.6923076923076928,0.6805970149253731,0.7416666666666671,Low,False,True,std
109,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,16900,8.392857142857142,7.121212121212121,0.6923076923076928,0.6805970149253731,0.7416666666666671,Low,True,False,turbo
110,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,19,16695,12.368421052631579,9.791666666666666,0.6923076923076928,0.8626865671641792,0.7416666666666671,Low,False,True,std
111,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95,4150.0,25,17075,9.4,9.4,0.6923076923076928,0.8626865671641792,0.9083333333333338,Low,True,False,turbo
112,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,16630,12.368421052631579,9.791666666666666,0.6923076923076928,0.6805970149253731,0.7416666666666671,Low,False,True,std
113,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,17950,8.392857142857142,7.121212121212121,0.6923076923076928,0.6805970149253731,0.7416666666666671,Low,True,False,turbo
114,0,161,peugot,four,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600.0,18,18150,13.055555555555555,9.791666666666666,0.6837606837606836,0.6805970149253731,0.6833333333333336,Medium,False,True,turbo
115,1,119,plymouth,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,37,5572,6.351351351351352,5.7317073170731705,0.2991452991452991,0.24179104477611965,0.25,Low,False,True,std
116,1,119,plymouth,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,24,7957,9.791666666666666,7.833333333333333,0.2991452991452991,0.24179104477611965,0.25,Low,False,True,turbo
117,1,154,plymouth,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,6229,7.580645161290323,6.184210526315789,0.2991452991452991,0.24179104477611965,0.2333333333333337,Low,False,True,std
118,1,154,plymouth,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,6692,7.580645161290323,6.184210526315789,0.2991452991452991,0.39104477611940325,0.25,Low,False,True,std
119,1,154,plymouth,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500.0,31,7609,7.580645161290323,6.184210526315789,0.2991452991452991,0.39104477611940325,0.25,Low,False,True,std
120,-1,74,plymouth,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,24,8921,9.791666666666666,7.833333333333333,0.3675213675213672,0.5,1.0,Low,False,True,std
121,3,122,plymouth,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,19,12764,12.368421052631579,9.791666666666666,0.5128205128205127,0.4791044776119402,0.20000000000000048,Medium,False,True,turbo
122,3,186,porsche,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500.0,19,22018,12.368421052631579,8.703703703703704,0.6837606837606836,0.41492537313432853,0.20000000000000048,Medium,False,True,std
123,3,122,porsche,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,32528,13.823529411764707,9.4,0.40170940170940184,0.41492537313432853,0.31666666666666704,High,False,True,std
124,3,122,porsche,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,34028,13.823529411764707,9.4,0.40170940170940184,0.41492537313432853,0.31666666666666704,High,False,True,std
125,3,122,porsche,two,convertible,rwd,rear,89.5,168.9,65.0,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,37028,13.823529411764707,9.4,0.40170940170940184,0.41492537313432853,0.31666666666666704,High,False,True,std
126,0,122,renault,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,9295,10.217391304347826,7.580645161290323,0.52991452991453,0.6029850746268658,0.6166666666666671,Low,False,True,std
127,2,122,renault,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,9895,10.217391304347826,7.580645161290323,0.5384615384615381,0.5328358208955226,0.22500000000000023,Low,False,True,std
128,3,150,saab,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,21,11850,11.19047619047619,8.392857142857142,0.52991452991453,0.6791044776119403,0.691666666666667,Low,False,True,std
129,2,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,12170,11.19047619047619,8.392857142857142,0.52991452991453,0.6791044776119403,0.691666666666667,Low,False,True,std
130,3,150,saab,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,21,15040,11.19047619047619,8.392857142857142,0.52991452991453,0.6791044776119403,0.691666666666667,Low,False,True,std
131,2,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,15510,11.19047619047619,8.392857142857142,0.52991452991453,0.6791044776119403,0.691666666666667,Low,False,True,std
132,3,150,saab,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,18150,12.368421052631579,9.038461538461538,0.52991452991453,0.6791044776119403,0.691666666666667,Medium,False,True,turbo
133,2,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,18620,12.368421052631579,9.038461538461538,0.52991452991453,0.6791044776119403,0.691666666666667,Medium,False,True,turbo
134,2,83,subaru,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,31,5118,7.580645161290323,6.527777777777778,0.264957264957265,0.23582089552238822,0.49166666666666714,Low,False,True,std
135,2,83,subaru,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,7053,9.038461538461538,7.580645161290323,0.2820512820512823,0.25074626865671656,0.49166666666666714,Low,False,True,std
136,2,83,subaru,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,7603,9.038461538461538,7.580645161290323,0.2991452991452991,0.24179104477611965,0.6583333333333338,Low,False,True,std
137,0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,32,7126,7.34375,6.351351351351352,0.4358974358974365,0.46119402985074637,0.3916666666666669,Low,False,True,std
138,0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,28,7775,8.392857142857142,7.121212121212121,0.4358974358974365,0.46119402985074637,0.3916666666666669,Low,False,True,std
139,0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,26,9960,9.038461538461538,7.34375,0.4358974358974365,0.46119402985074637,0.3916666666666669,Low,False,True,std
140,0,102,subaru,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,24,9233,9.791666666666666,9.4,0.4358974358974365,0.46119402985074637,0.5416666666666666,Low,False,True,std
141,0,102,subaru,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,24,11259,9.791666666666666,8.10344827586207,0.4358974358974365,0.46119402985074637,0.5416666666666666,Low,False,True,turbo
142,0,89,subaru,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,28,7463,8.392857142857142,7.34375,0.4358974358974365,0.4835820895522389,0.43333333333333357,Low,False,True,std
143,0,89,subaru,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,25,10198,9.4,7.580645161290323,0.4358974358974365,0.4835820895522389,0.43333333333333357,Low,False,True,std
144,0,85,subaru,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,23,8013,10.217391304347826,8.10344827586207,0.4358974358974365,0.48507462686567165,0.5916666666666668,Low,False,True,std
145,0,85,subaru,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,23,11694,10.217391304347826,10.217391304347826,0.4358974358974365,0.48507462686567165,0.5916666666666668,Low,False,True,turbo
146,1,87,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,35,5348,6.714285714285714,6.0256410256410255,0.2820512820512823,0.26268656716417904,0.5583333333333336,Low,False,True,std
147,1,87,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,6338,7.580645161290323,6.184210526315789,0.2820512820512823,0.26268656716417904,0.5583333333333336,Low,False,True,std
148,1,74,toyota,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,6488,7.580645161290323,6.184210526315789,0.2820512820512823,0.26268656716417904,0.5583333333333336,Low,False,True,std
149,0,77,toyota,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,6918,7.580645161290323,6.351351351351352,0.2820512820512823,0.42686567164179096,0.941666666666667,Low,False,True,std
150,0,81,toyota,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,7898,8.703703703703704,7.34375,0.2820512820512823,0.42686567164179096,0.941666666666667,Low,False,True,std
151,0,91,toyota,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,8778,8.703703703703704,7.34375,0.2820512820512823,0.42686567164179096,0.941666666666667,Low,False,True,std
152,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,6938,7.833333333333333,6.351351351351352,0.35042735042735107,0.3761194029850749,0.43333333333333357,Low,False,True,std
153,0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,7198,7.833333333333333,6.351351351351352,0.35042735042735107,0.3761194029850749,0.4166666666666667,Low,False,True,std
154,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,34,7898,6.911764705882353,6.527777777777778,0.35042735042735107,0.3761194029850749,0.43333333333333357,Low,True,False,std
155,0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,38,7788,6.184210526315789,5.0,0.35042735042735107,0.3761194029850749,0.4166666666666667,Low,True,False,std
156,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,38,7738,6.184210526315789,5.0,0.35042735042735107,0.3761194029850749,0.43333333333333357,Low,False,True,std
157,0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,8358,8.392857142857142,6.911764705882353,0.35042735042735107,0.3761194029850749,0.4166666666666667,Low,False,True,std
158,0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,9258,8.392857142857142,6.911764705882353,0.35042735042735107,0.3761194029850749,0.4166666666666667,Low,False,True,std
159,1,168,toyota,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,8058,8.10344827586207,6.911764705882353,0.3162393162393164,0.4119402985074626,0.40000000000000036,Low,False,True,std
160,1,168,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,8238,8.10344827586207,6.911764705882353,0.3162393162393164,0.4119402985074626,0.40000000000000036,Low,False,True,std
161,1,168,toyota,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,9298,9.038461538461538,8.10344827586207,0.3162393162393164,0.4119402985074626,0.40000000000000036,Low,False,True,std
162,1,168,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,9538,9.038461538461538,8.10344827586207,0.3162393162393164,0.4119402985074626,0.40000000000000036,Low,False,True,std
163,2,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,8449,9.791666666666666,7.833333333333333,0.45299145299145266,0.5238805970149253,0.35000000000000026,Low,False,True,std
164,2,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,9639,9.791666666666666,7.833333333333333,0.45299145299145266,0.5238805970149253,0.35000000000000026,Low,False,True,std
165,2,134,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,9989,9.791666666666666,7.833333333333333,0.45299145299145266,0.5238805970149253,0.35000000000000026,Low,False,True,std
166,2,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,11199,9.791666666666666,7.833333333333333,0.45299145299145266,0.5238805970149253,0.35000000000000026,Low,False,True,std
167,2,134,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,11549,9.791666666666666,7.833333333333333,0.45299145299145266,0.5238805970149253,0.35000000000000026,Low,False,True,std
168,2,134,toyota,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,17669,9.791666666666666,7.833333333333333,0.45299145299145266,0.5238805970149253,0.43333333333333357,Low,False,True,std
169,-1,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,29,8948,8.10344827586207,6.911764705882353,0.52991452991453,0.5149253731343284,0.5916666666666668,Low,False,True,std
170,-1,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,30,10698,7.833333333333333,7.121212121212121,0.52991452991453,0.5149253731343284,0.5916666666666668,Low,True,False,turbo
171,-1,65,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,9988,8.703703703703704,7.34375,0.52991452991453,0.5149253731343284,0.5083333333333334,Low,False,True,std
172,-1,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,10898,8.703703703703704,7.34375,0.52991452991453,0.5149253731343284,0.5916666666666668,Low,False,True,std
173,-1,65,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,11248,8.703703703703704,7.34375,0.52991452991453,0.5149253731343284,0.5083333333333334,Low,False,True,std
174,3,197,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,20,16558,11.75,9.791666666666666,0.6324786324786328,0.6328358208955225,0.35000000000000026,Medium,False,True,std
175,3,197,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,19,15998,12.368421052631579,9.791666666666666,0.6324786324786328,0.6328358208955225,0.35000000000000026,Medium,False,True,std
176,-1,90,toyota,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,20,15690,11.75,9.791666666666666,0.52991452991453,0.6970149253731346,0.5250000000000004,Medium,False,True,std
177,-1,122,toyota,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,19,15750,12.368421052631579,9.791666666666666,0.52991452991453,0.6970149253731346,0.5250000000000004,Medium,False,True,std
178,2,122,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,7775,6.351351351351352,5.108695652173913,0.4444444444444446,0.4567164179104477,0.6583333333333338,Low,True,False,std
179,2,122,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,7975,8.703703703703704,6.911764705882353,0.4444444444444446,0.4567164179104477,0.6583333333333338,Low,False,True,std
180,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,7995,6.351351351351352,5.108695652173913,0.4444444444444446,0.4567164179104477,0.6583333333333338,Low,True,False,std
181,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,8195,8.703703703703704,6.911764705882353,0.4444444444444446,0.4567164179104477,0.6583333333333338,Low,False,True,std
182,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,8495,8.703703703703704,6.911764705882353,0.4444444444444446,0.4567164179104477,0.6583333333333338,Low,False,True,std
183,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,37,9495,6.351351351351352,5.595238095238095,0.4444444444444446,0.4567164179104477,0.6583333333333338,Low,True,False,turbo
184,2,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,26,9995,9.038461538461538,7.34375,0.4444444444444446,0.4567164179104477,0.6583333333333338,Low,False,True,std
185,3,122,volkswagen,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,11595,9.791666666666666,8.10344827586207,0.33333333333333376,0.27164179104477637,0.6500000000000004,Low,False,True,std
186,3,256,volkswagen,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,9980,9.791666666666666,8.10344827586207,0.3162393162393164,0.3671641791044775,0.3000000000000001,Low,False,True,std
187,0,122,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,19,13295,12.368421052631579,9.791666666666666,0.5641025641025647,0.5835820895522387,0.6083333333333337,Low,False,True,std
188,0,122,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,33,13845,7.121212121212121,6.184210526315789,0.5641025641025647,0.5835820895522387,0.6083333333333337,Low,True,False,turbo
189,0,122,volkswagen,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,25,12290,9.4,7.580645161290323,0.5641025641025647,0.6268656716417911,0.6083333333333337,Low,False,True,std
190,-2,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,12940,10.217391304347826,8.392857142857142,0.5897435897435901,0.711940298507463,0.7000000000000005,Low,False,True,std
191,-1,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,13415,10.217391304347826,8.392857142857142,0.5897435897435901,0.711940298507463,0.8083333333333336,Low,False,True,std
192,-2,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,15985,9.791666666666666,8.392857142857142,0.5897435897435901,0.711940298507463,0.7000000000000005,Low,False,True,std
193,-1,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,16515,9.791666666666666,8.392857142857142,0.5897435897435901,0.711940298507463,0.8083333333333336,Low,False,True,std
194,-2,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,18420,13.823529411764707,10.681818181818182,0.5897435897435901,0.711940298507463,0.7000000000000005,Medium,False,True,turbo
195,-1,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,18950,13.823529411764707,10.681818181818182,0.5897435897435901,0.711940298507463,0.8083333333333336,Medium,False,True,turbo
196,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,16845,10.217391304347826,8.392857142857142,0.7350427350427355,0.711940298507463,0.6416666666666669,Low,False,True,std
197,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,19,19045,12.368421052631579,9.4,0.7264957264957264,0.711940298507463,0.6416666666666669,Medium,False,True,turbo
198,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,18,21485,13.055555555555555,10.217391304347826,0.7350427350427355,0.711940298507463,0.6416666666666669,Medium,False,True,std
199,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,26,22470,9.038461538461538,8.703703703703704,0.7350427350427355,0.711940298507463,0.6416666666666669,Low,True,False,turbo
200,-1,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,19,22625,12.368421052631579,9.4,0.7350427350427355,0.711940298507463,0.6416666666666669,Low,False,True,turbo
